GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
1400000US42101001700,42101001700,"Census Tract 17, Philadelphia County, Pennsylvania",2483,246
1400000US42101001800,42101001800,"Census Tract 18, Philadelphia County, Pennsylvania",2251,357
1400000US42101001900,42101001900,"Census Tract 19, Philadelphia County, Pennsylvania",1300,290
1400000US42101002000,42101002000,"Census Tract 20, Philadelphia County, Pennsylvania",131,139
1400000US42101002100,42101002100,"Census Tract 21, Philadelphia County, Pennsylvania",145,97
1400000US42101002200,42101002200,"Census Tract 22, Philadelphia County, Pennsylvania",596,308
1400000US42101002300,42101002300,"Census Tract 23, Philadelphia County, Pennsylvania",2021,356
1400000US42101002400,42101002400,"Census Tract 24, Philadelphia County, Pennsylvania",3521,1059
1400000US42101002500,42101002500,"Census Tract 25, Philadelphia County, Pennsylvania",1949,255
1400000US42101002701,42101002701,"Census Tract 27.01, Philadelphia County, Pennsylvania",1245,281
1400000US42101002702,42101002702,"Census Tract 27.02, Philadelphia County, Pennsylvania",3208,440
1400000US42101002801,42101002801,"Census Tract 28.01, Philadelphia County, Pennsylvania",2142,718
1400000US42101002802,42101002802,"Census Tract 28.02, Philadelphia County, Pennsylvania",3669,514
1400000US42101002900,42101002900,"Census Tract 29, Philadelphia County, Pennsylvania",3522,284
1400000US42101003001,42101003001,"Census Tract 30.01, Philadelphia County, Pennsylvania",1032,298
1400000US42101003002,42101003002,"Census Tract 30.02, Philadelphia County, Pennsylvania",576,213
1400000US42101003100,42101003100,"Census Tract 31, Philadelphia County, Pennsylvania",217,278
1400000US42101003200,42101003200,"Census Tract 32, Philadelphia County, Pennsylvania",329,224
1400000US42101003300,42101003300,"Census Tract 33, Philadelphia County, Pennsylvania",1282,387
1400000US42101003600,42101003600,"Census Tract 36, Philadelphia County, Pennsylvania",1471,388
1400000US42101003701,42101003701,"Census Tract 37.01, Philadelphia County, Pennsylvania",382,223
1400000US42101003702,42101003702,"Census Tract 37.02, Philadelphia County, Pennsylvania",980,212
1400000US42101003800,42101003800,"Census Tract 38, Philadelphia County, Pennsylvania",3710,282
1400000US42101003901,42101003901,"Census Tract 39.01, Philadelphia County, Pennsylvania",4269,566
1400000US42101003902,42101003902,"Census Tract 39.02, Philadelphia County, Pennsylvania",5274,400
1400000US42101004001,42101004001,"Census Tract 40.01, Philadelphia County, Pennsylvania",3663,301
1400000US42101004002,42101004002,"Census Tract 40.02, Philadelphia County, Pennsylvania",4317,438
1400000US42101004101,42101004101,"Census Tract 41.01, Philadelphia County, Pennsylvania",2217,522
1400000US42101004102,42101004102,"Census Tract 41.02, Philadelphia County, Pennsylvania",3736,462
1400000US42101004201,42101004201,"Census Tract 42.01, Philadelphia County, Pennsylvania",4634,653
1400000US42101004202,42101004202,"Census Tract 42.02, Philadelphia County, Pennsylvania",3899,420
1400000US42101005000,42101005000,"Census Tract 50, Philadelphia County, Pennsylvania",0,109
1400000US42101005400,42101005400,"Census Tract 54, Philadelphia County, Pennsylvania",224,163
1400000US42101005500,42101005500,"Census Tract 55, Philadelphia County, Pennsylvania",756,325
1400000US42101005600,42101005600,"Census Tract 56, Philadelphia County, Pennsylvania",36,76
1400000US42101006000,42101006000,"Census Tract 60, Philadelphia County, Pennsylvania",1696,373
1400000US42101006100,42101006100,"Census Tract 61, Philadelphia County, Pennsylvania",576,226
1400000US42101006200,42101006200,"Census Tract 62, Philadelphia County, Pennsylvania",561,208
1400000US42101006300,42101006300,"Census Tract 63, Philadelphia County, Pennsylvania",345,172
1400000US42101006400,42101006400,"Census Tract 64, Philadelphia County, Pennsylvania",509,160
1400000US42101006500,42101006500,"Census Tract 65, Philadelphia County, Pennsylvania",203,261
1400000US42101006600,42101006600,"Census Tract 66, Philadelphia County, Pennsylvania",290,313
1400000US42101006700,42101006700,"Census Tract 67, Philadelphia County, Pennsylvania",1085,402
1400000US42101006900,42101006900,"Census Tract 69, Philadelphia County, Pennsylvania",149,157
1400000US42101007000,42101007000,"Census Tract 70, Philadelphia County, Pennsylvania",106,77
1400000US42101007101,42101007101,"Census Tract 71.01, Philadelphia County, Pennsylvania",103,128
1400000US42101007102,42101007102,"Census Tract 71.02, Philadelphia County, Pennsylvania",39,44
1400000US42101007200,42101007200,"Census Tract 72, Philadelphia County, Pennsylvania",118,118
1400000US42101007300,42101007300,"Census Tract 73, Philadelphia County, Pennsylvania",352,229
1400000US42101007400,42101007400,"Census Tract 74, Philadelphia County, Pennsylvania",469,186
1400000US42101007700,42101007700,"Census Tract 77, Philadelphia County, Pennsylvania",1308,540
1400000US42101007800,42101007800,"Census Tract 78, Philadelphia County, Pennsylvania",2439,456
1400000US42101007900,42101007900,"Census Tract 79, Philadelphia County, Pennsylvania",2027,336
1400000US42101008000,42101008000,"Census Tract 80, Philadelphia County, Pennsylvania",577,233
1400000US42101008101,42101008101,"Census Tract 81.01, Philadelphia County, Pennsylvania",68,94
1400000US42101008102,42101008102,"Census Tract 81.02, Philadelphia County, Pennsylvania",58,58
1400000US42101008200,42101008200,"Census Tract 82, Philadelphia County, Pennsylvania",89,77
1400000US42101008301,42101008301,"Census Tract 83.01, Philadelphia County, Pennsylvania",143,114
1400000US42101008302,42101008302,"Census Tract 83.02, Philadelphia County, Pennsylvania",72,75
1400000US42101008400,42101008400,"Census Tract 84, Philadelphia County, Pennsylvania",45,47
1400000US42101008500,42101008500,"Census Tract 85, Philadelphia County, Pennsylvania",326,224
1400000US42101008601,42101008601,"Census Tract 86.01, Philadelphia County, Pennsylvania",1229,334
1400000US42101008602,42101008602,"Census Tract 86.02, Philadelphia County, Pennsylvania",566,255
1400000US42101008701,42101008701,"Census Tract 87.01, Philadelphia County, Pennsylvania",2419,526
1400000US42101008702,42101008702,"Census Tract 87.02, Philadelphia County, Pennsylvania",2240,685
1400000US42101008801,42101008801,"Census Tract 88.01, Philadelphia County, Pennsylvania",927,384
1400000US42101008802,42101008802,"Census Tract 88.02, Philadelphia County, Pennsylvania",3658,1236
1400000US42101009000,42101009000,"Census Tract 90, Philadelphia County, Pennsylvania",3202,628
1400000US42101009100,42101009100,"Census Tract 91, Philadelphia County, Pennsylvania",1007,276
1400000US42101009200,42101009200,"Census Tract 92, Philadelphia County, Pennsylvania",84,72
1400000US42101009300,42101009300,"Census Tract 93, Philadelphia County, Pennsylvania",63,58
1400000US42101009400,42101009400,"Census Tract 94, Philadelphia County, Pennsylvania",85,89
1400000US42101009500,42101009500,"Census Tract 95, Philadelphia County, Pennsylvania",13,21
1400000US42101009600,42101009600,"Census Tract 96, Philadelphia County, Pennsylvania",52,43
1400000US42101009801,42101009801,"Census Tract 98.01, Philadelphia County, Pennsylvania",244,141
1400000US42101009802,42101009802,"Census Tract 98.02, Philadelphia County, Pennsylvania",621,200
1400000US42101010000,42101010000,"Census Tract 100, Philadelphia County, Pennsylvania",572,216
1400000US42101010100,42101010100,"Census Tract 101, Philadelphia County, Pennsylvania",25,32
1400000US42101010200,42101010200,"Census Tract 102, Philadelphia County, Pennsylvania",36,33
1400000US42101010300,42101010300,"Census Tract 103, Philadelphia County, Pennsylvania",26,40
1400000US42101010400,42101010400,"Census Tract 104, Philadelphia County, Pennsylvania",14,23
1400000US42101010500,42101010500,"Census Tract 105, Philadelphia County, Pennsylvania",119,76
1400000US42101010600,42101010600,"Census Tract 106, Philadelphia County, Pennsylvania",21,23
1400000US42101010700,42101010700,"Census Tract 107, Philadelphia County, Pennsylvania",127,133
1400000US42101010800,42101010800,"Census Tract 108, Philadelphia County, Pennsylvania",95,75
1400000US42101010900,42101010900,"Census Tract 109, Philadelphia County, Pennsylvania",362,303
1400000US42101011000,42101011000,"Census Tract 110, Philadelphia County, Pennsylvania",66,61
1400000US42101011100,42101011100,"Census Tract 111, Philadelphia County, Pennsylvania",108,102
1400000US42101011200,42101011200,"Census Tract 112, Philadelphia County, Pennsylvania",94,78
1400000US42101011300,42101011300,"Census Tract 113, Philadelphia County, Pennsylvania",25,53
1400000US42101011400,42101011400,"Census Tract 114, Philadelphia County, Pennsylvania",61,58
1400000US42101011500,42101011500,"Census Tract 115, Philadelphia County, Pennsylvania",390,116
1400000US42101011700,42101011700,"Census Tract 117, Philadelphia County, Pennsylvania",1919,1065
1400000US42101011800,42101011800,"Census Tract 118, Philadelphia County, Pennsylvania",89,86
1400000US42101011900,42101011900,"Census Tract 119, Philadelphia County, Pennsylvania",463,331
1400000US42101012000,42101012000,"Census Tract 120, Philadelphia County, Pennsylvania",561,197
1400000US42101012100,42101012100,"Census Tract 121, Philadelphia County, Pennsylvania",673,211
1400000US42101012201,42101012201,"Census Tract 122.01, Philadelphia County, Pennsylvania",1340,377
1400000US42101012203,42101012203,"Census Tract 122.03, Philadelphia County, Pennsylvania",676,212
1400000US42101012204,42101012204,"Census Tract 122.04, Philadelphia County, Pennsylvania",903,182
1400000US42101012500,42101012500,"Census Tract 125, Philadelphia County, Pennsylvania",2389,367
1400000US42101013100,42101013100,"Census Tract 131, Philadelphia County, Pennsylvania",251,159
1400000US42101013200,42101013200,"Census Tract 132, Philadelphia County, Pennsylvania",230,110
1400000US42101013300,42101013300,"Census Tract 133, Philadelphia County, Pennsylvania",1241,318
1400000US42101013401,42101013401,"Census Tract 134.01, Philadelphia County, Pennsylvania",2097,248
1400000US42101013402,42101013402,"Census Tract 134.02, Philadelphia County, Pennsylvania",2067,327
1400000US42101013500,42101013500,"Census Tract 135, Philadelphia County, Pennsylvania",1713,260
1400000US42101013601,42101013601,"Census Tract 136.01, Philadelphia County, Pennsylvania",1920,250
1400000US42101013602,42101013602,"Census Tract 136.02, Philadelphia County, Pennsylvania",3395,517
1400000US42101013700,42101013700,"Census Tract 137, Philadelphia County, Pennsylvania",392,173
1400000US42101013800,42101013800,"Census Tract 138, Philadelphia County, Pennsylvania",50,64
1400000US42101013900,42101013900,"Census Tract 139, Philadelphia County, Pennsylvania",365,171
1400000US42101014000,42101014000,"Census Tract 140, Philadelphia County, Pennsylvania",325,217
1400000US42101014100,42101014100,"Census Tract 141, Philadelphia County, Pennsylvania",496,186
1400000US42101014200,42101014200,"Census Tract 142, Philadelphia County, Pennsylvania",2381,376
1400000US42101014300,42101014300,"Census Tract 143, Philadelphia County, Pennsylvania",1162,176
1400000US42101014400,42101014400,"Census Tract 144, Philadelphia County, Pennsylvania",1583,412
1400000US42101014500,42101014500,"Census Tract 145, Philadelphia County, Pennsylvania",206,151
1400000US42101014600,42101014600,"Census Tract 146, Philadelphia County, Pennsylvania",580,283
1400000US42101014700,42101014700,"Census Tract 147, Philadelphia County, Pennsylvania",984,380
1400000US42101014800,42101014800,"Census Tract 148, Philadelphia County, Pennsylvania",64,101
1400000US42101014900,42101014900,"Census Tract 149, Philadelphia County, Pennsylvania",129,96
1400000US42101015101,42101015101,"Census Tract 151.01, Philadelphia County, Pennsylvania",121,138
1400000US42101015102,42101015102,"Census Tract 151.02, Philadelphia County, Pennsylvania",27,34
1400000US42101015200,42101015200,"Census Tract 152, Philadelphia County, Pennsylvania",440,311
1400000US42101015300,42101015300,"Census Tract 153, Philadelphia County, Pennsylvania",1441,521
1400000US42101015600,42101015600,"Census Tract 156, Philadelphia County, Pennsylvania",638,323
1400000US42101015700,42101015700,"Census Tract 157, Philadelphia County, Pennsylvania",1728,505
1400000US42101015800,42101015800,"Census Tract 158, Philadelphia County, Pennsylvania",5036,511
1400000US42101016000,42101016000,"Census Tract 160, Philadelphia County, Pennsylvania",6591,624
1400000US42101016100,42101016100,"Census Tract 161, Philadelphia County, Pennsylvania",2312,376
1400000US42101016200,42101016200,"Census Tract 162, Philadelphia County, Pennsylvania",761,278
1400000US42101016300,42101016300,"Census Tract 163, Philadelphia County, Pennsylvania",850,387
1400000US42101016400,42101016400,"Census Tract 164, Philadelphia County, Pennsylvania",1153,440
1400000US42101016500,42101016500,"Census Tract 165, Philadelphia County, Pennsylvania",150,103
1400000US42101016600,42101016600,"Census Tract 166, Philadelphia County, Pennsylvania",39,49
1400000US42101016701,42101016701,"Census Tract 167.01, Philadelphia County, Pennsylvania",72,115
1400000US42101016702,42101016702,"Census Tract 167.02, Philadelphia County, Pennsylvania",135,181
1400000US42101016800,42101016800,"Census Tract 168, Philadelphia County, Pennsylvania",236,204
1400000US42101016901,42101016901,"Census Tract 169.01, Philadelphia County, Pennsylvania",66,49
1400000US42101016902,42101016902,"Census Tract 169.02, Philadelphia County, Pennsylvania",438,359
1400000US42101017000,42101017000,"Census Tract 170, Philadelphia County, Pennsylvania",562,226
1400000US42101017100,42101017100,"Census Tract 171, Philadelphia County, Pennsylvania",193,97
1400000US42101017201,42101017201,"Census Tract 172.01, Philadelphia County, Pennsylvania",31,38
1400000US42101017202,42101017202,"Census Tract 172.02, Philadelphia County, Pennsylvania",0,109
1400000US42101017300,42101017300,"Census Tract 173, Philadelphia County, Pennsylvania",85,67
1400000US42101017400,42101017400,"Census Tract 174, Philadelphia County, Pennsylvania",86,92
1400000US42101017500,42101017500,"Census Tract 175, Philadelphia County, Pennsylvania",1836,533
1400000US42101017601,42101017601,"Census Tract 176.01, Philadelphia County, Pennsylvania",1716,442
1400000US42101017602,42101017602,"Census Tract 176.02, Philadelphia County, Pennsylvania",1307,512
1400000US42101017701,42101017701,"Census Tract 177.01, Philadelphia County, Pennsylvania",923,333
1400000US42101017702,42101017702,"Census Tract 177.02, Philadelphia County, Pennsylvania",1733,474
1400000US42101017800,42101017800,"Census Tract 178, Philadelphia County, Pennsylvania",2081,517
1400000US42101017900,42101017900,"Census Tract 179, Philadelphia County, Pennsylvania",2851,602
1400000US42101018001,42101018001,"Census Tract 180.01, Philadelphia County, Pennsylvania",2372,449
1400000US42101018002,42101018002,"Census Tract 180.02, Philadelphia County, Pennsylvania",5269,671
1400000US42101018300,42101018300,"Census Tract 183, Philadelphia County, Pennsylvania",3990,327
1400000US42101018400,42101018400,"Census Tract 184, Philadelphia County, Pennsylvania",2023,194
1400000US42101018800,42101018800,"Census Tract 188, Philadelphia County, Pennsylvania",3793,794
1400000US42101019000,42101019000,"Census Tract 190, Philadelphia County, Pennsylvania",2922,914
1400000US42101019100,42101019100,"Census Tract 191, Philadelphia County, Pennsylvania",2776,593
1400000US42101019200,42101019200,"Census Tract 192, Philadelphia County, Pennsylvania",2605,650
1400000US42101019501,42101019501,"Census Tract 195.01, Philadelphia County, Pennsylvania",1191,537
1400000US42101019502,42101019502,"Census Tract 195.02, Philadelphia County, Pennsylvania",1352,579
1400000US42101019700,42101019700,"Census Tract 197, Philadelphia County, Pennsylvania",1308,371
1400000US42101019800,42101019800,"Census Tract 198, Philadelphia County, Pennsylvania",763,248
1400000US42101019900,42101019900,"Census Tract 199, Philadelphia County, Pennsylvania",1270,479
1400000US42101020000,42101020000,"Census Tract 200, Philadelphia County, Pennsylvania",132,102
1400000US42101020101,42101020101,"Census Tract 201.01, Philadelphia County, Pennsylvania",15,25
1400000US42101020102,42101020102,"Census Tract 201.02, Philadelphia County, Pennsylvania",235,283
1400000US42101020200,42101020200,"Census Tract 202, Philadelphia County, Pennsylvania",9,15
1400000US42101020300,42101020300,"Census Tract 203, Philadelphia County, Pennsylvania",80,64
1400000US42101020400,42101020400,"Census Tract 204, Philadelphia County, Pennsylvania",39,43
1400000US42101020500,42101020500,"Census Tract 205, Philadelphia County, Pennsylvania",54,49
1400000US42101020600,42101020600,"Census Tract 206, Philadelphia County, Pennsylvania",1343,374
1400000US42101020700,42101020700,"Census Tract 207, Philadelphia County, Pennsylvania",5167,805
1400000US42101020800,42101020800,"Census Tract 208, Philadelphia County, Pennsylvania",964,165
1400000US42101020900,42101020900,"Census Tract 209, Philadelphia County, Pennsylvania",2552,505
1400000US42101021000,42101021000,"Census Tract 210, Philadelphia County, Pennsylvania",3906,469
1400000US42101021100,42101021100,"Census Tract 211, Philadelphia County, Pennsylvania",2205,310
1400000US42101021200,42101021200,"Census Tract 212, Philadelphia County, Pennsylvania",1901,285
1400000US42101021300,42101021300,"Census Tract 213, Philadelphia County, Pennsylvania",2548,341
1400000US42101021400,42101021400,"Census Tract 214, Philadelphia County, Pennsylvania",2701,364
1400000US42101021500,42101021500,"Census Tract 215, Philadelphia County, Pennsylvania",2871,376
1400000US42101021600,42101021600,"Census Tract 216, Philadelphia County, Pennsylvania",1096,211
1400000US42101021700,42101021700,"Census Tract 217, Philadelphia County, Pennsylvania",4862,446
1400000US42101021800,42101021800,"Census Tract 218, Philadelphia County, Pennsylvania",3279,537
1400000US42101021900,42101021900,"Census Tract 219, Philadelphia County, Pennsylvania",1300,204
1400000US42101022000,42101022000,"Census Tract 220, Philadelphia County, Pennsylvania",1189,254
1400000US42101023100,42101023100,"Census Tract 231, Philadelphia County, Pennsylvania",1019,136
1400000US42101023500,42101023500,"Census Tract 235, Philadelphia County, Pennsylvania",650,70
1400000US42101023600,42101023600,"Census Tract 236, Philadelphia County, Pennsylvania",1597,259
1400000US42101023700,42101023700,"Census Tract 237, Philadelphia County, Pennsylvania",1685,335
1400000US42101023800,42101023800,"Census Tract 238, Philadelphia County, Pennsylvania",1697,359
1400000US42101023900,42101023900,"Census Tract 239, Philadelphia County, Pennsylvania",384,135
1400000US42101024000,42101024000,"Census Tract 240, Philadelphia County, Pennsylvania",1537,357
1400000US42101024100,42101024100,"Census Tract 241, Philadelphia County, Pennsylvania",139,93
1400000US42101024200,42101024200,"Census Tract 242, Philadelphia County, Pennsylvania",518,205
1400000US42101024300,42101024300,"Census Tract 243, Philadelphia County, Pennsylvania",501,169
1400000US42101024400,42101024400,"Census Tract 244, Philadelphia County, Pennsylvania",273,224
1400000US42101024500,42101024500,"Census Tract 245, Philadelphia County, Pennsylvania",151,114
1400000US42101024600,42101024600,"Census Tract 246, Philadelphia County, Pennsylvania",126,104
1400000US42101024700,42101024700,"Census Tract 247, Philadelphia County, Pennsylvania",696,425
1400000US42101024800,42101024800,"Census Tract 248, Philadelphia County, Pennsylvania",149,115
1400000US42101024900,42101024900,"Census Tract 249, Philadelphia County, Pennsylvania",60,55
1400000US42101025200,42101025200,"Census Tract 252, Philadelphia County, Pennsylvania",841,289
1400000US42101025300,42101025300,"Census Tract 253, Philadelphia County, Pennsylvania",142,79
1400000US42101025400,42101025400,"Census Tract 254, Philadelphia County, Pennsylvania",501,171
1400000US42101025500,42101025500,"Census Tract 255, Philadelphia County, Pennsylvania",705,188
1400000US42101025600,42101025600,"Census Tract 256, Philadelphia County, Pennsylvania",1353,179
1400000US42101025700,42101025700,"Census Tract 257, Philadelphia County, Pennsylvania",1988,248
1400000US42101025800,42101025800,"Census Tract 258, Philadelphia County, Pennsylvania",29,38
1400000US42101025900,42101025900,"Census Tract 259, Philadelphia County, Pennsylvania",225,142
1400000US42101026000,42101026000,"Census Tract 260, Philadelphia County, Pennsylvania",109,84
1400000US42101026100,42101026100,"Census Tract 261, Philadelphia County, Pennsylvania",87,80
1400000US42101026200,42101026200,"Census Tract 262, Philadelphia County, Pennsylvania",120,102
1400000US42101026301,42101026301,"Census Tract 263.01, Philadelphia County, Pennsylvania",82,57
1400000US42101026302,42101026302,"Census Tract 263.02, Philadelphia County, Pennsylvania",371,249
1400000US42101026400,42101026400,"Census Tract 264, Philadelphia County, Pennsylvania",174,100
1400000US42101026500,42101026500,"Census Tract 265, Philadelphia County, Pennsylvania",136,95
1400000US42101026600,42101026600,"Census Tract 266, Philadelphia County, Pennsylvania",153,130
1400000US42101026700,42101026700,"Census Tract 267, Philadelphia County, Pennsylvania",374,491
1400000US42101026800,42101026800,"Census Tract 268, Philadelphia County, Pennsylvania",173,123
1400000US42101026900,42101026900,"Census Tract 269, Philadelphia County, Pennsylvania",618,142
1400000US42101027000,42101027000,"Census Tract 270, Philadelphia County, Pennsylvania",630,318
1400000US42101027100,42101027100,"Census Tract 271, Philadelphia County, Pennsylvania",401,148
1400000US42101027200,42101027200,"Census Tract 272, Philadelphia County, Pennsylvania",546,190
1400000US42101027300,42101027300,"Census Tract 273, Philadelphia County, Pennsylvania",1069,377
1400000US42101027401,42101027401,"Census Tract 274.01, Philadelphia County, Pennsylvania",662,361
1400000US42101027402,42101027402,"Census Tract 274.02, Philadelphia County, Pennsylvania",1283,442
1400000US42101027500,42101027500,"Census Tract 275, Philadelphia County, Pennsylvania",539,205
1400000US42101027600,42101027600,"Census Tract 276, Philadelphia County, Pennsylvania",179,115
1400000US42101027700,42101027700,"Census Tract 277, Philadelphia County, Pennsylvania",372,295
1400000US42101027800,42101027800,"Census Tract 278, Philadelphia County, Pennsylvania",0,109
1400000US42101027901,42101027901,"Census Tract 279.01, Philadelphia County, Pennsylvania",122,115
1400000US42101027902,42101027902,"Census Tract 279.02, Philadelphia County, Pennsylvania",2741,728
1400000US42101028000,42101028000,"Census Tract 280, Philadelphia County, Pennsylvania",79,73
1400000US42101028100,42101028100,"Census Tract 281, Philadelphia County, Pennsylvania",162,166
1400000US42101028200,42101028200,"Census Tract 282, Philadelphia County, Pennsylvania",366,264
1400000US42101028300,42101028300,"Census Tract 283, Philadelphia County, Pennsylvania",442,440
1400000US42101028400,42101028400,"Census Tract 284, Philadelphia County, Pennsylvania",358,300
1400000US42101028500,42101028500,"Census Tract 285, Philadelphia County, Pennsylvania",329,190
1400000US42101028600,42101028600,"Census Tract 286, Philadelphia County, Pennsylvania",1525,544
1400000US42101028700,42101028700,"Census Tract 287, Philadelphia County, Pennsylvania",462,200
1400000US42101028800,42101028800,"Census Tract 288, Philadelphia County, Pennsylvania",1109,356
1400000US42101028901,42101028901,"Census Tract 289.01, Philadelphia County, Pennsylvania",716,369
1400000US42101028902,42101028902,"Census Tract 289.02, Philadelphia County, Pennsylvania",1791,614
1400000US42101029000,42101029000,"Census Tract 290, Philadelphia County, Pennsylvania",1287,429
1400000US42101029100,42101029100,"Census Tract 291, Philadelphia County, Pennsylvania",677,302
1400000US42101029200,42101029200,"Census Tract 292, Philadelphia County, Pennsylvania",1126,391
1400000US42101029300,42101029300,"Census Tract 293, Philadelphia County, Pennsylvania",1006,412
1400000US42101029400,42101029400,"Census Tract 294, Philadelphia County, Pennsylvania",1329,454
1400000US42101029800,42101029800,"Census Tract 298, Philadelphia County, Pennsylvania",2495,343
1400000US42101029900,42101029900,"Census Tract 299, Philadelphia County, Pennsylvania",1415,337
1400000US42101030000,42101030000,"Census Tract 300, Philadelphia County, Pennsylvania",2110,561
1400000US42101030100,42101030100,"Census Tract 301, Philadelphia County, Pennsylvania",2072,400
1400000US42101030200,42101030200,"Census Tract 302, Philadelphia County, Pennsylvania",2971,635
1400000US42101030501,42101030501,"Census Tract 305.01, Philadelphia County, Pennsylvania",982,304
1400000US42101030502,42101030502,"Census Tract 305.02, Philadelphia County, Pennsylvania",2286,598
1400000US42101030600,42101030600,"Census Tract 306, Philadelphia County, Pennsylvania",3753,641
1400000US42101030700,42101030700,"Census Tract 307, Philadelphia County, Pennsylvania",2356,309
1400000US42101030800,42101030800,"Census Tract 308, Philadelphia County, Pennsylvania",3332,396
1400000US42101030900,42101030900,"Census Tract 309, Philadelphia County, Pennsylvania",1930,396
1400000US42101031000,42101031000,"Census Tract 310, Philadelphia County, Pennsylvania",3462,422
1400000US42101031101,42101031101,"Census Tract 311.01, Philadelphia County, Pennsylvania",1727,398
1400000US42101031102,42101031102,"Census Tract 311.02, Philadelphia County, Pennsylvania",1698,635
1400000US42101031200,42101031200,"Census Tract 312, Philadelphia County, Pennsylvania",1831,530
1400000US42101031300,42101031300,"Census Tract 313, Philadelphia County, Pennsylvania",3685,800
1400000US42101031401,42101031401,"Census Tract 314.01, Philadelphia County, Pennsylvania",2796,406
1400000US42101031402,42101031402,"Census Tract 314.02, Philadelphia County, Pennsylvania",2903,452
1400000US42101031501,42101031501,"Census Tract 315.01, Philadelphia County, Pennsylvania",5699,493
1400000US42101031502,42101031502,"Census Tract 315.02, Philadelphia County, Pennsylvania",3558,462
1400000US42101031600,42101031600,"Census Tract 316, Philadelphia County, Pennsylvania",5287,619
1400000US42101031700,42101031700,"Census Tract 317, Philadelphia County, Pennsylvania",3794,603
1400000US42101031800,42101031800,"Census Tract 318, Philadelphia County, Pennsylvania",1959,341
1400000US42101031900,42101031900,"Census Tract 319, Philadelphia County, Pennsylvania",2913,539
1400000US42101032000,42101032000,"Census Tract 320, Philadelphia County, Pennsylvania",4836,899
1400000US42101032100,42101032100,"Census Tract 321, Philadelphia County, Pennsylvania",3177,540
1400000US42101032300,42101032300,"Census Tract 323, Philadelphia County, Pennsylvania",1977,340
1400000US42101032500,42101032500,"Census Tract 325, Philadelphia County, Pennsylvania",4090,431
1400000US42101032600,42101032600,"Census Tract 326, Philadelphia County, Pennsylvania",5435,825
1400000US42101032900,42101032900,"Census Tract 329, Philadelphia County, Pennsylvania",2338,348
1400000US42101033000,42101033000,"Census Tract 330, Philadelphia County, Pennsylvania",6071,453
1400000US42101033101,42101033101,"Census Tract 331.01, Philadelphia County, Pennsylvania",4104,476
1400000US42101033102,42101033102,"Census Tract 331.02, Philadelphia County, Pennsylvania",4089,810
1400000US42101033200,42101033200,"Census Tract 332, Philadelphia County, Pennsylvania",2711,307
1400000US42101033300,42101033300,"Census Tract 333, Philadelphia County, Pennsylvania",3482,523
1400000US42101033400,42101033400,"Census Tract 334, Philadelphia County, Pennsylvania",2855,431
1400000US42101033500,42101033500,"Census Tract 335, Philadelphia County, Pennsylvania",2710,394
1400000US42101033600,42101033600,"Census Tract 336, Philadelphia County, Pennsylvania",5701,661
1400000US42101033701,42101033701,"Census Tract 337.01, Philadelphia County, Pennsylvania",4388,739
1400000US42101033702,42101033702,"Census Tract 337.02, Philadelphia County, Pennsylvania",4212,496
